System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
freecol,freecol-0.10.7,net/sf/freecol/FreeCol,0,18404,public final super,java/lang/Object,0,30,0,16,0,2,15,57,89,1410,184,78,20,
freecol,freecol-0.10.7,net/sf/freecol/FreeCol$1,0,1264,static,java/lang/Object,1,1,1,2,0,0,1,8,2,20,6,0,2,
freecol,freecol-0.10.7,net/sf/freecol/FreeCol$2,0,773,static,java/lang/Thread,0,1,1,2,0,0,1,4,2,11,4,0,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions,0,14249,public super,net/sf/freecol/common/option/OptionGroup,0,85,0,20,1,7,24,43,33,380,89,23,19,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$1,0,1276,static,java/lang/Object,1,0,0,3,1,0,2,7,5,32,10,0,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$2,0,1092,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$3,0,1079,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$4,0,1078,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$5,0,1175,static,java/lang/Object,1,0,0,3,1,0,1,6,4,30,10,1,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$6,0,1334,,java/lang/Object,1,1,1,3,1,0,1,7,3,21,8,0,1,
freecol,freecol-0.10.7,net/sf/freecol/client/ClientOptions$MessageSourceComparator,0,2718,private,java/lang/Object,1,2,1,5,2,0,1,14,13,98,37,5,1,
freecol,freecol-0.10.7,net/sf/freecol/client/FreeColClient,0,15812,public final super,java/lang/Object,0,20,0,44,2,2,248,51,83,726,193,29,22,
freecol,freecol-0.10.7,net/sf/freecol/client/FreeColClient$1,0,1163,,java/lang/Object,1,5,5,2,0,0,1,8,3,35,16,0,1,
freecol,freecol-0.10.7,net/sf/freecol/client/FreeColClient$2,0,998,,java/lang/Object,1,2,2,2,0,0,1,6,2,16,7,0,1,
