System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
freecol,freecol-0.3.0,net/sf/freecol/FreeCol,0,7468,public final super,java/lang/Object,0,16,1,14,4,2,9,28,32,404,54,20,13,
freecol,freecol-0.3.0,net/sf/freecol/FreeCol$1,0,726,static,java/lang/Thread,0,1,1,2,0,0,1,4,2,11,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/FreeCol$2,0,1500,static,java/lang/Object,1,0,0,2,0,0,1,11,2,32,2,2,2,
freecol,freecol-0.3.0,net/sf/freecol/client/FreeColClient,0,10225,public final super,java/lang/Object,0,28,1,31,2,1,44,36,48,416,127,13,15,
freecol,freecol-0.3.0,net/sf/freecol/client/FreeColClient$1,0,1183,,java/lang/Object,1,5,5,2,0,0,1,8,2,30,16,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ClientModelController,0,5258,public super,java/lang/Object,1,6,1,8,1,0,1,22,12,184,43,13,5,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ConnectController,0,10067,public final super,java/lang/Object,0,6,1,15,3,1,13,33,42,562,145,29,9,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ConnectController$1,0,2465,,java/lang/Thread,0,3,3,4,2,3,4,14,4,60,19,4,5,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ConnectController$2,0,1319,,java/lang/Object,1,2,2,2,0,0,1,7,2,23,8,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ConnectController$3,0,931,,java/lang/Object,1,1,1,2,0,0,1,5,2,12,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/ConnectController$4,0,1229,,java/lang/Object,1,1,1,2,0,0,1,7,2,14,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameController,0,24072,public final super,java/lang/Object,0,6,1,45,2,1,27,47,153,1845,574,145,14,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameController$1,0,1930,,java/lang/Thread,0,3,3,3,1,2,3,12,3,40,13,1,3,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameController$2,0,884,,java/lang/Object,1,1,1,2,0,0,1,5,2,11,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameController$3,0,928,,java/lang/Object,1,1,1,2,0,0,1,5,2,12,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameInputHandler,0,10243,public final super,net/sf/freecol/client/control/InputHandler,0,5,1,16,1,1,4,32,47,642,178,63,8,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InGameInputHandler$1,0,988,,java/lang/Object,1,2,2,2,0,0,1,6,2,14,6,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/InputHandler,0,2487,public abstract super,java/lang/Object,1,6,1,6,1,0,2,13,8,52,10,1,1,
freecol,freecol-0.3.0,net/sf/freecol/client/control/PreGameController,0,7099,public final super,java/lang/Object,0,6,1,9,1,0,5,28,13,259,79,15,6,
freecol,freecol-0.3.0,net/sf/freecol/client/control/PreGameInputHandler,0,6430,public final super,net/sf/freecol/client/control/InputHandler,0,5,1,14,1,0,1,20,28,377,101,37,4,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/Canvas,0,22834,public final super,javax/swing/JLayeredPane,0,24,1,60,4,3,54,63,114,1812,569,63,34,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/Canvas$1,0,897,,java/lang/Thread,0,1,1,2,0,0,1,5,2,13,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/Canvas$ChatDisplayThread,0,1020,final private,java/lang/Thread,0,1,1,2,0,0,1,5,3,20,5,1,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/Canvas$TakeFocusThread,0,1692,final private,java/lang/Thread,0,3,1,5,0,0,1,9,8,57,14,2,2,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/CanvasKeyListener,0,4388,public final super,java/lang/Object,1,9,1,6,1,0,1,16,16,218,46,1,2,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/CanvasMouseListener,0,2050,public final super,java/lang/Object,1,5,0,6,0,0,1,8,9,52,18,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/CanvasMouseMotionListener,0,1355,public final super,java/lang/Object,1,7,0,3,0,1,2,9,3,14,6,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/CanvasMouseMotionListener$ScrollThread,0,2725,private,java/lang/Thread,0,5,1,4,0,0,1,10,23,229,71,13,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar,0,6251,public super,javax/swing/JMenuBar,0,9,0,6,3,11,14,29,15,484,139,16,17,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$1,0,923,,java/lang/Object,1,1,1,2,0,0,1,6,2,11,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$10,0,1261,,java/lang/Object,1,1,1,2,0,0,1,8,2,19,6,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$11,0,1248,,java/lang/Object,1,2,2,2,0,0,1,8,3,24,8,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$2,0,1070,,java/lang/Object,1,1,1,2,0,0,1,7,2,12,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$3,0,1070,,java/lang/Object,1,1,1,2,0,0,1,7,2,12,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$4,0,1074,,java/lang/Object,1,1,1,2,0,0,1,7,2,12,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$5,0,920,,java/lang/Object,1,1,1,2,0,0,1,6,2,11,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$6,0,1404,,java/lang/Object,1,1,1,2,0,0,1,9,6,45,12,1,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$7,0,1328,,java/lang/Object,1,1,1,2,0,0,1,9,2,21,6,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$8,0,1323,,java/lang/Object,1,1,1,2,0,0,1,9,2,21,6,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FreeColMenuBar$9,0,931,,java/lang/Object,1,1,1,2,0,0,1,6,2,11,4,0,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/FullScreenFrame,0,2480,public final super,javax/swing/JFrame,0,6,1,5,1,0,1,11,6,56,12,1,1,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/GUI,0,29400,public final super,java/lang/Object,0,44,1,46,1,0,25,51,349,4658,1465,230,16,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/GUIMessage,0,1865,public final super,java/lang/Object,0,8,1,6,1,0,2,9,7,45,11,1,2,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/ImageLibrary,0,18999,public final super,net/sf/freecol/client/gui/panel/ImageProvider,0,158,2,39,1,0,7,30,141,1475,320,59,27,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/TilePopup,0,4825,public final super,javax/swing/JPopupMenu,1,10,1,7,1,0,1,22,14,191,55,10,5,
freecol,freecol-0.3.0,net/sf/freecol/client/gui/WindowedFrame,0,2747,public final super,javax/swing/JFrame,0,6,1,5,1,0,1,14,6,76,14,2,3,
