System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.4,org/apache/tools/ant/AntClassLoader,0,12017,public super,java/lang/ClassLoader,1,22,7,39,2,1,10,35,110,1316,328,101,35,
ant,ant-1.4,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1355,private,java/lang/Object,1,4,1,4,0,0,1,11,7,67,22,5,1,
ant,ant-1.4,org/apache/tools/ant/BuildEvent,0,1697,public super,java/util/EventObject,0,6,0,11,0,0,9,9,11,80,36,0,3,
ant,ant-1.4,org/apache/tools/ant/BuildException,0,2200,public super,java/lang/RuntimeException,0,2,0,14,0,0,116,10,16,137,58,4,8,
ant,ant-1.4,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,8,4,7,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,3,6,4,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/Constants,0,120,abstract interface,java/lang/Object,0,0,0,0,0,0,0,1,0,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/DefaultLogger,0,3107,public super,java/lang/Object,1,7,0,14,0,0,4,16,28,258,56,7,5,
ant,ant-1.4,org/apache/tools/ant/DemuxOutputStream,0,1697,public super,java/io/OutputStream,0,5,0,7,0,0,1,8,14,106,36,7,3,
ant,ant-1.4,org/apache/tools/ant/DesirableFilter,0,725,public super,java/lang/Object,1,0,0,2,0,0,0,6,12,61,11,0,1,
ant,ant-1.4,org/apache/tools/ant/DirectoryScanner,0,7760,public super,java/lang/Object,1,11,0,23,0,0,23,12,142,1455,463,121,16,
ant,ant-1.4,org/apache/tools/ant/ExitException,0,603,public super,java/lang/SecurityException,0,1,0,2,0,0,1,4,2,17,5,0,2,
ant,ant-1.4,org/apache/tools/ant/FileScanner,0,566,public abstract interface,java/lang/Object,0,0,0,13,0,0,4,4,13,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper,0,10822,public super,java/lang/Object,1,18,10,23,1,21,22,52,109,1052,278,56,37,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$1,0,958,,java/lang/Object,1,2,2,2,0,0,1,5,2,16,7,0,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$10,0,1061,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$11,0,1062,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$12,0,1063,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$13,0,1130,,java/lang/Object,1,2,2,2,0,0,1,8,2,25,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$14,0,1229,,java/lang/Object,1,2,2,2,0,0,1,10,2,29,9,2,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$15,0,1117,,java/lang/Object,1,2,2,2,0,0,1,8,2,23,9,1,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$16,0,1109,,java/lang/Object,1,2,2,2,0,0,1,8,2,25,9,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$17,0,1413,,java/lang/Object,1,3,3,2,0,0,1,11,2,39,14,3,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$18,0,1560,,java/lang/Object,1,3,3,2,0,0,1,12,3,48,16,4,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$2,0,1005,,java/lang/Object,1,2,2,2,0,0,1,5,2,17,7,1,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$3,0,1005,,java/lang/Object,1,2,2,2,0,0,1,5,2,21,8,1,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$4,0,1227,,java/lang/Object,1,3,3,2,0,0,1,6,2,31,12,2,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$5,0,1021,,java/lang/Object,1,2,2,2,0,0,1,7,2,21,8,1,1,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$6,0,1100,,java/lang/Object,1,2,2,2,0,0,1,8,2,26,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$7,0,1060,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$8,0,1061,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$9,0,1063,,java/lang/Object,1,2,2,2,0,0,1,8,2,24,8,1,2,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$AttributeSetter,0,492,abstract static private interface,java/lang/Object,0,0,0,1,0,0,15,4,1,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$NestedCreator,0,457,abstract static private interface,java/lang/Object,0,0,0,1,0,0,4,1,1,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/IntrospectionHelper$NestedStorer,0,455,abstract static private interface,java/lang/Object,0,0,0,1,0,0,2,2,1,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/Launcher,0,4806,public super,java/lang/Object,0,3,3,7,1,1,0,21,23,402,80,47,14,
ant,ant-1.4,org/apache/tools/ant/Launcher$1,0,446,static,java/lang/Object,1,0,0,2,0,0,1,6,2,7,2,0,1,
ant,ant-1.4,org/apache/tools/ant/Location,0,979,public super,java/lang/Object,0,4,0,5,0,0,8,5,7,60,19,1,5,
ant,ant-1.4,org/apache/tools/ant/Main,0,12410,public super,java/lang/Object,0,14,1,18,1,0,0,36,79,1368,340,100,31,
ant,ant-1.4,org/apache/tools/ant/NoBannerLogger,0,1238,public super,org/apache/tools/ant/DefaultLogger,0,1,0,4,0,0,0,7,8,54,14,0,2,
ant,ant-1.4,org/apache/tools/ant/PathTokenizer,0,1338,public super,java/lang/Object,0,3,0,3,0,0,2,8,12,94,23,5,3,
ant,ant-1.4,org/apache/tools/ant/Project,0,18138,public super,java/lang/Object,0,31,0,76,0,0,97,39,134,1669,496,112,54,
ant,ant-1.4,org/apache/tools/ant/ProjectComponent,0,705,public abstract super,java/lang/Object,0,1,0,5,0,0,59,5,6,27,11,0,1,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper,0,8239,public super,java/lang/Object,0,6,0,19,7,8,17,29,43,535,163,44,16,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$1,0,204,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,1725,private,org/xml/sax/HandlerBase,0,2,1,5,0,0,5,11,6,69,18,1,6,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$DataTypeHandler,0,2969,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,4,1,5,0,0,2,17,7,127,48,2,8,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$NestedElementHandler,0,3622,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,6,1,4,0,0,2,19,9,190,76,4,7,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$ProjectHandler,0,3685,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,1,1,7,0,0,1,14,22,272,84,11,10,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$RootHandler,0,2996,private,org/xml/sax/HandlerBase,0,1,1,5,1,0,1,15,10,173,42,12,8,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$TargetHandler,0,3255,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,2,1,3,0,0,1,14,16,200,62,16,7,
ant,ant-1.4,org/apache/tools/ant/ProjectHelper$TaskHandler,0,3823,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,5,1,5,0,0,3,22,11,186,73,2,6,
ant,ant-1.4,org/apache/tools/ant/RuntimeConfigurable,0,2821,public super,java/lang/Object,0,5,0,10,0,0,6,12,14,134,49,4,5,
ant,ant-1.4,org/apache/tools/ant/Target,0,4309,public super,java/lang/Object,1,7,0,21,0,0,15,15,37,294,89,14,5,
ant,ant-1.4,org/apache/tools/ant/Task,0,2895,public abstract super,org/apache/tools/ant/ProjectComponent,0,6,0,20,0,0,95,10,24,138,55,2,2,
ant,ant-1.4,org/apache/tools/ant/TaskAdapter,0,2081,public super,org/apache/tools/ant/Task,0,2,1,5,1,0,4,13,8,144,26,11,4,
ant,ant-1.4,org/apache/tools/ant/TaskContainer,0,179,public abstract interface,java/lang/Object,0,0,0,1,0,0,6,3,1,0,0,0,0,
ant,ant-1.4,org/apache/tools/ant/UnknownElement,0,4162,public super,org/apache/tools/ant/Task,0,3,0,8,0,0,3,15,17,232,77,11,6,
ant,ant-1.4,org/apache/tools/ant/XmlLogger,0,6399,public super,java/lang/Object,1,15,0,11,0,2,0,32,32,491,131,43,15,
ant,ant-1.4,org/apache/tools/ant/XmlLogger$1,0,192,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
