System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.6.5,org/apache/tools/ant/AntClassLoader,0,18244,public super,java/lang/ClassLoader,1,21,6,51,2,1,23,44,135,1476,399,106,40,
ant,ant-1.6.5,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1680,private,java/lang/Object,1,4,1,4,0,0,1,11,7,68,22,5,1,
ant,ant-1.6.5,org/apache/tools/ant/AntTypeDefinition,0,6504,public super,java/lang/Object,0,7,1,20,1,0,7,17,62,521,151,29,6,
ant,ant-1.6.5,org/apache/tools/ant/BuildEvent,0,1976,public super,java/util/EventObject,0,6,0,11,0,0,18,8,11,80,36,0,3,
ant,ant-1.6.5,org/apache/tools/ant/BuildException,0,2839,public super,java/lang/RuntimeException,0,2,0,15,0,0,416,10,17,140,57,4,8,
ant,ant-1.6.5,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,13,4,7,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,4,6,4,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/ComponentHelper,0,14819,public super,java/lang/Object,0,14,3,34,1,1,9,35,100,1198,349,87,25,
ant,ant-1.6.5,org/apache/tools/ant/ComponentHelper$AntTypeTable,0,2180,static private,java/util/Hashtable,0,1,0,8,0,0,1,10,15,90,33,6,1,
ant,ant-1.6.5,org/apache/tools/ant/DefaultLogger,0,4627,public super,java/lang/Object,1,7,0,16,0,0,5,20,30,318,95,19,8,
ant,ant-1.6.5,org/apache/tools/ant/DemuxInputStream,0,811,public super,java/io/InputStream,0,1,0,3,0,0,0,5,4,30,11,1,1,
ant,ant-1.6.5,org/apache/tools/ant/DemuxOutputStream,0,3866,public super,java/io/OutputStream,0,7,0,10,0,2,0,12,25,235,87,18,5,
ant,ant-1.6.5,org/apache/tools/ant/DemuxOutputStream$1,0,216,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DemuxOutputStream$BufferInfo,0,1447,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,25,9,0,1,
ant,ant-1.6.5,org/apache/tools/ant/Diagnostics,0,8671,public final super,java/lang/Object,0,4,3,17,1,1,0,28,42,609,137,58,12,
ant,ant-1.6.5,org/apache/tools/ant/Diagnostics$1,0,626,static,java/lang/Object,1,0,0,2,0,0,1,6,2,7,2,0,1,
ant,ant-1.6.5,org/apache/tools/ant/DirectoryScanner,0,18799,public super,java/lang/Object,3,34,0,61,0,0,67,31,209,2221,700,128,33,
ant,ant-1.6.5,org/apache/tools/ant/DynamicAttribute,0,270,public abstract interface,java/lang/Object,0,0,0,1,0,0,3,3,1,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DynamicAttributeNS,0,310,public abstract interface,java/lang/Object,0,0,0,1,0,0,2,3,1,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DynamicConfigurator,0,228,public abstract interface,java/lang/Object,2,0,0,0,0,0,2,3,0,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DynamicConfiguratorNS,0,236,public abstract interface,java/lang/Object,2,0,0,0,0,0,0,3,0,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DynamicElement,0,266,public abstract interface,java/lang/Object,0,0,0,1,0,0,2,2,1,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/DynamicElementNS,0,306,public abstract interface,java/lang/Object,0,0,0,1,0,0,2,2,1,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/Executor,0,330,public abstract interface,java/lang/Object,0,0,0,2,0,0,3,4,2,0,0,0,0,
ant,ant-1.6.5,org/apache/tools/ant/ExitException,0,863,public super,java/lang/SecurityException,0,1,0,3,0,0,3,5,3,24,9,0,3,
ant,ant-1.6.5,org/apache/tools/ant/ExitStatusException,0,664,public super,org/apache/tools/ant/BuildException,0,1,0,3,0,0,1,4,3,16,8,0,2,
ant,ant-1.6.5,org/apache/tools/ant/FileScanner,0,660,public abstract interface,java/lang/Object,0,0,0,14,0,0,3,5,14,0,0,0,0,
