System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.6.0,org/apache/tools/ant/AntClassLoader,0,17332,public super,java/lang/ClassLoader,1,20,6,49,2,1,23,41,129,1443,385,103,39,
ant,ant-1.6.0,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1680,private,java/lang/Object,1,4,1,4,0,0,1,11,7,68,22,5,1,
ant,ant-1.6.0,org/apache/tools/ant/AntTypeDefinition,0,6484,public super,java/lang/Object,0,7,1,20,1,0,8,17,61,516,149,29,6,
ant,ant-1.6.0,org/apache/tools/ant/BuildEvent,0,2019,public super,java/util/EventObject,0,6,0,11,0,0,17,9,11,80,36,0,3,
ant,ant-1.6.0,org/apache/tools/ant/BuildException,0,2829,public super,java/lang/RuntimeException,0,2,0,15,0,0,391,10,17,140,57,4,8,
ant,ant-1.6.0,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,13,4,7,0,0,0,0,
ant,ant-1.6.0,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,4,6,4,0,0,0,0,
ant,ant-1.6.0,org/apache/tools/ant/ComponentHelper,0,15007,public super,java/lang/Object,0,14,3,34,1,1,9,42,99,1207,354,89,25,
ant,ant-1.6.0,org/apache/tools/ant/ComponentHelper$AntTypeTable,0,2212,static private,java/util/Hashtable,0,1,0,8,0,0,1,10,13,85,32,7,1,
ant,ant-1.6.0,org/apache/tools/ant/DefaultLogger,0,4627,public super,java/lang/Object,1,7,0,16,0,0,5,20,30,318,95,19,8,
ant,ant-1.6.0,org/apache/tools/ant/DemuxInputStream,0,811,public super,java/io/InputStream,0,1,0,3,0,0,0,5,4,30,11,1,1,
ant,ant-1.6.0,org/apache/tools/ant/DemuxOutputStream,0,3866,public super,java/io/OutputStream,0,7,0,10,0,2,0,12,25,235,87,18,5,
ant,ant-1.6.0,org/apache/tools/ant/DemuxOutputStream$1,0,216,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.6.0,org/apache/tools/ant/DemuxOutputStream$BufferInfo,0,1447,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,25,9,0,1,
