System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.8.1,org/apache/tools/ant/AntClassLoader,0,24091,public super,java/lang/ClassLoader,1,20,4,63,2,1,37,54,186,1952,562,150,57,
ant,ant-1.8.1,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1677,private,java/lang/Object,1,4,1,4,0,0,1,11,7,67,22,5,1,
ant,ant-1.8.1,org/apache/tools/ant/AntTypeDefinition,0,7441,public super,java/lang/Object,0,8,1,24,1,0,10,19,65,579,168,29,7,
ant,ant-1.8.1,org/apache/tools/ant/BuildEvent,0,2040,public super,java/util/EventObject,0,7,0,11,0,0,20,9,11,80,36,0,3,
ant,ant-1.8.1,org/apache/tools/ant/BuildException,0,2206,public super,java/lang/RuntimeException,0,2,0,11,0,0,473,7,11,78,33,0,8,
ant,ant-1.8.1,org/apache/tools/ant/BuildFileTest,0,8911,public abstract super,junit/framework/TestCase,0,6,0,38,2,2,1,19,54,592,174,27,20,
ant,ant-1.8.1,org/apache/tools/ant/BuildFileTest$AntOutputStream,0,719,static protected,java/io/OutputStream,0,1,0,2,0,0,1,4,2,13,5,0,1,
ant,ant-1.8.1,org/apache/tools/ant/BuildFileTest$AntTestListener,0,1731,private,java/lang/Object,1,2,1,8,0,0,1,7,12,47,14,0,1,
ant,ant-1.8.1,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,12,4,7,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,5,6,4,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/ComponentHelper,0,24064,public super,java/lang/Object,0,21,4,47,1,1,12,49,134,1879,551,154,33,
ant,ant-1.8.1,org/apache/tools/ant/ComponentHelper$AntTypeTable,0,2648,static private,java/util/Hashtable,0,2,0,9,0,0,1,13,18,115,40,9,2,
ant,ant-1.8.1,org/apache/tools/ant/DefaultLogger,0,6232,public super,java/lang/Object,1,7,0,21,0,0,8,25,45,416,130,30,9,
ant,ant-1.8.1,org/apache/tools/ant/DemuxInputStream,0,811,public super,java/io/InputStream,0,1,0,3,0,0,1,5,4,30,11,1,1,
ant,ant-1.8.1,org/apache/tools/ant/DemuxOutputStream,0,3859,public super,java/io/OutputStream,0,7,0,10,0,2,1,12,25,234,87,18,5,
ant,ant-1.8.1,org/apache/tools/ant/DemuxOutputStream$1,1,234,static,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DemuxOutputStream$BufferInfo,0,1447,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,25,9,0,1,
ant,ant-1.8.1,org/apache/tools/ant/Diagnostics,0,17253,public final super,java/lang/Object,0,11,2,36,1,1,2,52,75,1167,266,108,21,
ant,ant-1.8.1,org/apache/tools/ant/Diagnostics$1,0,626,static,java/lang/Object,1,0,0,2,0,0,1,6,2,7,2,0,1,
ant,ant-1.8.1,org/apache/tools/ant/DirectoryScanner,0,22672,public super,java/lang/Object,3,37,0,70,0,0,53,39,233,2388,766,137,40,
ant,ant-1.8.1,org/apache/tools/ant/DynamicAttribute,0,270,public abstract interface,java/lang/Object,0,0,0,1,0,0,3,3,1,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DynamicAttributeNS,0,310,public abstract interface,java/lang/Object,0,0,0,1,0,0,2,3,1,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DynamicConfigurator,0,228,public abstract interface,java/lang/Object,2,0,0,0,0,0,2,3,0,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DynamicConfiguratorNS,0,236,public abstract interface,java/lang/Object,2,0,0,0,0,0,1,3,0,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DynamicElement,0,266,public abstract interface,java/lang/Object,0,0,0,1,0,0,2,2,1,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/DynamicElementNS,0,306,public abstract interface,java/lang/Object,0,0,0,1,0,0,3,2,1,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/Executor,0,330,public abstract interface,java/lang/Object,0,0,0,2,0,0,4,4,2,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/ExitException,0,927,public super,java/lang/SecurityException,0,2,0,3,0,0,3,6,3,24,9,0,3,
ant,ant-1.8.1,org/apache/tools/ant/ExitStatusException,0,1010,public super,org/apache/tools/ant/BuildException,0,2,0,4,0,0,3,6,4,24,13,0,3,
ant,ant-1.8.1,org/apache/tools/ant/ExtensionPoint,0,875,public super,org/apache/tools/ant/Target,0,1,0,3,0,0,2,6,3,13,1,0,3,
ant,ant-1.8.1,org/apache/tools/ant/FileScanner,0,660,public abstract interface,java/lang/Object,0,0,0,14,0,0,3,5,14,0,0,0,0,
ant,ant-1.8.1,org/apache/tools/ant/IntrospectionHelper,0,27045,public final super,java/lang/Object,0,35,22,48,4,19,23,66,226,2164,579,150,54,
ant,ant-1.8.1,org/apache/tools/ant/IntrospectionHelper$1,0,1068,,org/apache/tools/ant/IntrospectionHelper$NestedCreator,0,2,2,2,0,0,2,6,2,13,7,0,1,
