System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.5.2,org/apache/tools/ant/AntClassLoader,0,15812,public super,java/lang/ClassLoader,1,19,6,42,3,1,24,41,119,1316,348,101,35,
ant,ant-1.5.2,org/apache/tools/ant/AntClassLoader$ResourceEnumeration,0,1706,private,java/lang/Object,1,4,1,4,0,0,1,11,7,67,22,5,1,
ant,ant-1.5.2,org/apache/tools/ant/BuildEvent,0,2019,public super,java/util/EventObject,0,6,0,11,0,0,17,9,11,80,36,0,3,
ant,ant-1.5.2,org/apache/tools/ant/BuildException,0,2803,public super,java/lang/RuntimeException,0,2,0,15,0,0,317,10,17,140,59,4,8,
ant,ant-1.5.2,org/apache/tools/ant/BuildListener,0,363,public abstract interface,java/lang/Object,1,0,0,7,0,0,14,4,7,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/BuildLogger,0,323,public abstract interface,java/lang/Object,1,0,0,4,0,0,4,6,4,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/DefaultLogger,0,4552,public super,java/lang/Object,1,7,0,16,0,0,6,20,29,311,94,19,8,
ant,ant-1.5.2,org/apache/tools/ant/DemuxOutputStream,0,3290,public super,java/io/OutputStream,0,4,0,9,0,2,1,12,16,163,52,12,5,
ant,ant-1.5.2,org/apache/tools/ant/DemuxOutputStream$1,0,216,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/DemuxOutputStream$BufferInfo,0,1449,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,25,9,0,1,
ant,ant-1.5.2,org/apache/tools/ant/Diagnostics,0,7149,public final super,java/lang/Object,0,3,3,12,1,1,1,26,31,508,114,45,11,
ant,ant-1.5.2,org/apache/tools/ant/Diagnostics$1,0,626,static,java/lang/Object,1,0,0,2,0,0,1,6,2,7,2,0,1,
ant,ant-1.5.2,org/apache/tools/ant/DirectoryScanner,0,9592,public super,java/lang/Object,3,18,0,34,0,0,58,20,87,1033,328,55,14,
ant,ant-1.5.2,org/apache/tools/ant/DynamicConfigurator,0,358,public abstract interface,java/lang/Object,0,0,0,2,0,0,1,3,2,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/ExitException,0,716,public super,java/lang/SecurityException,0,1,0,2,0,0,2,4,2,17,5,0,2,
ant,ant-1.5.2,org/apache/tools/ant/FileScanner,0,660,public abstract interface,java/lang/Object,0,0,0,14,0,0,4,5,14,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper,0,13796,public super,java/lang/Object,1,25,16,24,1,15,16,49,117,1156,280,71,31,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$1,0,1129,,java/lang/Object,1,2,2,2,0,0,1,5,2,16,7,0,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$10,0,1367,,java/lang/Object,1,2,2,2,0,0,1,8,2,25,9,1,2,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$11,0,1808,,java/lang/Object,1,3,3,2,0,0,1,11,2,39,14,3,2,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$12,0,1861,,java/lang/Object,1,3,3,2,0,0,1,11,3,48,16,4,2,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$2,0,1190,,java/lang/Object,1,2,2,2,0,0,1,5,2,17,7,1,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$3,0,1194,,java/lang/Object,1,2,2,2,0,0,1,5,2,21,8,1,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$4,0,1422,,java/lang/Object,1,3,3,2,0,0,1,6,2,31,12,2,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$5,0,1278,,java/lang/Object,1,2,2,2,0,0,1,7,2,21,8,1,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$6,0,1784,,java/lang/Object,1,3,3,2,0,0,1,10,3,47,12,1,4,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$7,0,1386,,java/lang/Object,1,2,2,2,0,0,1,8,2,25,8,1,2,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$8,0,1537,,java/lang/Object,1,2,2,2,0,0,1,10,2,29,9,2,2,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$9,0,1373,,java/lang/Object,1,2,2,2,0,0,1,8,2,23,9,1,1,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$AttributeSetter,0,492,abstract static private interface,java/lang/Object,0,0,0,1,0,0,9,4,1,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$NestedCreator,0,457,abstract static private interface,java/lang/Object,0,0,0,1,0,0,4,1,1,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/IntrospectionHelper$NestedStorer,0,455,abstract static private interface,java/lang/Object,0,0,0,1,0,0,2,2,1,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/Location,0,1162,public super,java/lang/Object,0,4,0,5,0,0,9,5,7,60,19,1,5,
ant,ant-1.5.2,org/apache/tools/ant/Main,0,17662,public super,java/lang/Object,0,17,1,19,1,0,1,42,99,1687,392,120,34,
ant,ant-1.5.2,org/apache/tools/ant/NoBannerLogger,0,1503,public super,org/apache/tools/ant/DefaultLogger,0,1,0,4,0,0,0,8,8,54,14,0,2,
ant,ant-1.5.2,org/apache/tools/ant/PathTokenizer,0,1996,public super,java/lang/Object,0,4,0,3,0,0,3,9,22,189,46,10,3,
ant,ant-1.5.2,org/apache/tools/ant/Project,0,29431,public super,java/lang/Object,0,36,2,92,1,0,200,47,190,2430,735,173,65,
ant,ant-1.5.2,org/apache/tools/ant/ProjectComponent,0,947,public abstract super,java/lang/Object,0,1,0,5,0,0,184,5,6,27,11,0,1,
ant,ant-1.5.2,org/apache/tools/ant/ProjectHelper,0,8183,public super,java/lang/Object,0,2,0,13,0,0,11,30,41,461,134,47,15,
ant,ant-1.5.2,org/apache/tools/ant/RuntimeConfigurable,0,3969,public super,java/lang/Object,0,6,0,12,0,0,7,15,20,177,63,6,5,
ant,ant-1.5.2,org/apache/tools/ant/Target,0,5604,public super,java/lang/Object,1,7,0,22,0,0,17,15,44,359,103,16,7,
ant,ant-1.5.2,org/apache/tools/ant/Task,0,5523,public abstract super,org/apache/tools/ant/ProjectComponent,0,8,0,26,0,0,243,13,34,273,108,7,4,
ant,ant-1.5.2,org/apache/tools/ant/TaskAdapter,0,3429,public super,org/apache/tools/ant/Task,0,2,1,6,1,0,4,17,11,223,42,18,6,
ant,ant-1.5.2,org/apache/tools/ant/TaskContainer,0,179,public abstract interface,java/lang/Object,0,0,0,1,0,0,6,3,1,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/UnknownElement,0,7140,public super,org/apache/tools/ant/Task,0,3,0,15,0,0,5,17,34,430,138,14,6,
ant,ant-1.5.2,org/apache/tools/ant/XmlLogger,0,9345,public super,java/lang/Object,1,18,0,16,0,2,0,41,43,600,161,55,17,
ant,ant-1.5.2,org/apache/tools/ant/XmlLogger$1,0,192,,java/lang/Object,0,0,0,0,0,0,1,1,0,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/XmlLogger$TimedElement,0,1328,static private,java/lang/Object,0,2,0,6,5,0,1,5,6,22,8,0,1,
ant,ant-1.5.2,org/apache/tools/ant/filters/BaseFilterReader,0,2324,public abstract super,java/io/FilterReader,0,2,0,10,0,0,14,14,19,137,41,9,6,
ant,ant-1.5.2,org/apache/tools/ant/filters/BaseParamFilterReader,0,935,public abstract super,org/apache/tools/ant/filters/BaseFilterReader,1,1,0,4,0,0,9,5,4,17,7,0,2,
ant,ant-1.5.2,org/apache/tools/ant/filters/ChainableReader,0,193,public abstract interface,java/lang/Object,0,0,0,1,0,0,13,2,1,0,0,0,0,
ant,ant-1.5.2,org/apache/tools/ant/filters/ClassConstants,0,3025,public final super,org/apache/tools/ant/filters/BaseFilterReader,1,3,1,5,1,0,1,19,13,160,37,19,4,
ant,ant-1.5.2,org/apache/tools/ant/filters/ExpandProperties,0,1538,public final super,org/apache/tools/ant/filters/BaseFilterReader,1,1,0,4,0,0,1,7,9,82,27,5,3,
ant,ant-1.5.2,org/apache/tools/ant/filters/HeadFilter,0,2052,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,7,0,0,1,11,13,103,35,5,4,
ant,ant-1.5.2,org/apache/tools/ant/filters/LineContains,0,2817,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,8,0,1,1,10,19,162,54,8,5,
ant,ant-1.5.2,org/apache/tools/ant/filters/LineContains$Contains,0,690,public static,java/lang/Object,0,1,0,3,0,0,1,3,3,10,4,0,1,
ant,ant-1.5.2,org/apache/tools/ant/filters/LineContainsRegExp,0,3180,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,8,0,0,1,13,19,176,60,12,6,
ant,ant-1.5.2,org/apache/tools/ant/filters/PrefixLines,0,2272,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,7,0,0,1,9,17,140,47,6,4,
ant,ant-1.5.2,org/apache/tools/ant/filters/ReplaceTokens,0,4671,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,9,0,13,0,1,1,14,36,399,137,15,8,
ant,ant-1.5.2,org/apache/tools/ant/filters/ReplaceTokens$Token,0,853,public static,java/lang/Object,0,2,0,5,0,0,1,3,5,17,7,0,1,
ant,ant-1.5.2,org/apache/tools/ant/filters/StringInputStream,0,1219,public super,java/io/InputStream,0,1,0,6,0,0,1,9,6,38,10,1,3,
ant,ant-1.5.2,org/apache/tools/ant/filters/StripJavaComments,0,1323,public final super,org/apache/tools/ant/filters/BaseFilterReader,1,2,0,4,0,0,1,7,18,124,36,11,3,
ant,ant-1.5.2,org/apache/tools/ant/filters/StripLineBreaks,0,2095,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,7,0,0,1,9,14,97,35,7,3,
ant,ant-1.5.2,org/apache/tools/ant/filters/StripLineComments,0,2840,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,3,0,8,0,1,1,10,19,161,54,8,5,
ant,ant-1.5.2,org/apache/tools/ant/filters/StripLineComments$Comment,0,706,public static,java/lang/Object,0,1,0,3,0,0,1,3,3,10,4,0,1,
ant,ant-1.5.2,org/apache/tools/ant/filters/TabsToSpaces,0,2152,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,4,0,7,0,0,1,10,14,115,39,7,4,
ant,ant-1.5.2,org/apache/tools/ant/filters/TailFilter,0,2751,public final super,org/apache/tools/ant/filters/BaseParamFilterReader,1,7,0,7,0,0,1,14,22,271,87,10,4,
ant,ant-1.5.2,org/apache/tools/ant/filters/util/ChainReaderHelper,0,5718,public final super,java/lang/Object,0,7,3,9,1,0,3,28,32,303,89,32,7,
