System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
freecol,freecol-0.8.3,net/sf/freecol/FreeCol,0,21607,public final super,java/lang/Object,0,35,0,27,0,3,115,62,116,1640,295,87,38,
freecol,freecol-0.8.3,net/sf/freecol/FreeCol$1,0,791,static,java/lang/Thread,0,1,1,2,0,0,1,4,2,11,4,0,1,
freecol,freecol-0.8.3,net/sf/freecol/FreeCol$2,0,941,static,java/lang/Object,1,2,2,2,0,0,1,6,2,16,7,0,1,
freecol,freecol-0.8.3,net/sf/freecol/FreeCol$3,0,1264,static,java/lang/Object,1,1,1,2,0,0,1,8,2,20,6,0,2,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions,0,9729,public super,net/sf/freecol/common/option/OptionMap,0,74,0,13,2,8,33,25,16,241,52,3,15,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$1,0,1100,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$2,0,1092,static,java/lang/Object,1,0,0,3,1,0,1,6,3,16,6,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$3,0,1079,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$4,0,1078,static,java/lang/Object,1,0,0,3,1,0,1,5,4,26,10,1,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$5,0,1175,static,java/lang/Object,1,0,0,3,1,0,1,6,4,30,10,1,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$6,0,1960,,java/lang/Object,1,1,1,4,1,0,1,11,12,80,28,3,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$7,0,1564,,java/lang/Object,1,1,1,3,1,0,1,7,5,37,15,1,1,
freecol,freecol-0.8.3,net/sf/freecol/client/ClientOptions$8,1,1577,static synthetic,java/lang/Object,0,1,1,1,0,0,1,5,1,96,0,26,0,
freecol,freecol-0.8.3,net/sf/freecol/client/FreeColClient,0,15275,public final super,java/lang/Object,0,31,0,50,3,4,223,55,75,608,190,9,21,
freecol,freecol-0.8.3,net/sf/freecol/client/FreeColClient$1,0,907,,java/lang/Object,1,2,2,2,0,0,1,5,2,15,7,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/FreeColClient$2,0,1870,,java/lang/Object,1,1,1,2,0,0,1,10,3,43,9,3,1,
freecol,freecol-0.8.3,net/sf/freecol/client/FreeColClient$3,0,838,,java/lang/Object,1,1,1,2,0,0,1,5,2,11,4,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/FreeColClient$ClientPseudoRandom,0,3354,private,java/lang/Object,1,4,1,6,0,0,1,17,14,137,36,9,6,
freecol,freecol-0.8.3,net/sf/freecol/client/Worker,0,1899,public final super,java/lang/Thread,0,3,0,5,0,0,3,10,6,54,11,3,2,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ClientModelController,0,7352,public super,java/lang/Object,1,2,0,12,0,0,2,31,20,295,69,21,10,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController,0,17477,public final super,java/lang/Object,0,5,0,15,1,2,19,55,64,1156,303,99,21,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1,0,3161,,java/lang/Object,1,7,7,2,0,5,6,22,2,126,40,7,8,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1$1,0,1209,,java/lang/Object,1,2,2,2,0,0,1,8,2,23,8,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1$2,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1$3,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1$4,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
freecol,freecol-0.8.3,net/sf/freecol/client/control/ConnectController$1$5,0,1177,,java/lang/Object,1,1,1,2,0,0,1,7,2,19,5,0,1,
