System,Version,ClassName,Synthetic,#Bytes,Access,ParentClass,#Interfaces,#Fields,#SyntheticFields,#Methods,#SyntheticMethods,#Nested,FanIn,FanOut,WeightedMethodCount,#Instructions,LoadCount,StoreCount,#TypeConstructions,
ant,ant-1.2,org/apache/tools/ant/AntClassLoader,0,6562,public super,java/lang/ClassLoader,0,6,0,13,0,0,4,24,35,484,144,49,17,
ant,ant-1.2,org/apache/tools/ant/BuildEvent,0,2010,public super,java/util/EventObject,0,6,0,11,0,0,4,8,11,80,36,0,3,
ant,ant-1.2,org/apache/tools/ant/BuildException,0,2160,public super,java/lang/RuntimeException,0,2,0,11,0,0,90,6,11,81,35,0,8,
ant,ant-1.2,org/apache/tools/ant/BuildListener,0,499,public abstract interface,java/lang/Object,1,0,0,7,0,0,5,4,7,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/BuildLogger,0,480,public abstract interface,java/lang/Object,1,0,0,4,0,0,2,6,4,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/DefaultLogger,0,3877,public super,java/lang/Object,1,7,0,14,0,0,3,16,27,251,55,8,5,
ant,ant-1.2,org/apache/tools/ant/DesirableFilter,0,810,public super,java/lang/Object,1,0,0,2,0,0,0,6,9,43,8,0,1,
ant,ant-1.2,org/apache/tools/ant/DirectoryScanner,0,9472,public super,java/lang/Object,1,11,0,23,0,0,22,14,137,1369,445,117,15,
ant,ant-1.2,org/apache/tools/ant/FileScanner,0,748,public abstract interface,java/lang/Object,0,0,0,13,0,0,5,4,13,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper,0,9864,public super,java/lang/Object,0,16,9,14,1,18,4,47,78,773,186,37,33,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$1,0,973,final private,java/lang/Object,1,1,1,2,1,0,1,4,2,13,5,0,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$10,0,1163,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$11,0,1238,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,22,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$12,0,1393,final private,java/lang/Object,1,1,1,2,1,0,1,9,2,26,7,2,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$13,0,1217,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,20,7,1,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$14,0,1209,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,22,7,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$15,0,1663,final private,java/lang/Object,1,2,2,2,1,0,1,10,2,36,12,3,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$16,0,1558,final private,java/lang/Object,1,2,2,2,1,0,1,9,2,36,10,3,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$2,0,1266,final private,java/lang/Object,1,2,2,2,1,0,1,5,2,28,10,2,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$3,0,1120,final private,java/lang/Object,1,1,1,2,1,0,1,6,2,18,6,1,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$4,0,1199,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,23,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$5,0,1159,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$6,0,1160,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$7,0,1162,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$8,0,1159,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$9,0,1160,final private,java/lang/Object,1,1,1,2,1,0,1,7,2,21,6,1,1,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$AttributeSetter,0,702,abstract static private interface,java/lang/Object,0,0,0,1,0,0,15,4,1,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/IntrospectionHelper$NestedCreator,0,599,abstract static private interface,java/lang/Object,0,0,0,1,0,0,3,1,1,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/Location,0,1174,public super,java/lang/Object,0,4,0,5,0,0,6,5,7,60,19,1,5,
ant,ant-1.2,org/apache/tools/ant/Main,0,13058,public super,java/lang/Object,0,13,1,15,1,0,0,34,65,1151,292,76,30,
ant,ant-1.2,org/apache/tools/ant/Map,0,272,public abstract interface,java/lang/Object,0,0,0,1,0,0,0,1,1,0,0,0,0,
ant,ant-1.2,org/apache/tools/ant/PathTokenizer,0,1586,public super,java/lang/Object,0,3,0,3,0,0,2,8,12,94,23,5,3,
ant,ant-1.2,org/apache/tools/ant/Project,0,22288,public super,java/lang/Object,0,25,0,67,0,0,91,42,139,1890,555,142,69,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper,0,7954,public super,java/lang/Object,0,6,0,17,7,7,12,25,35,366,116,27,12,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,2014,private,org/xml/sax/HandlerBase,0,2,1,4,0,0,5,11,5,64,17,1,6,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$DataTypeHandler,0,2683,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,2,1,4,0,0,1,15,5,87,31,2,6,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$NestedElementHandler,0,3580,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,5,1,4,0,0,2,17,8,148,58,4,6,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$ProjectHandler,0,3994,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,1,1,7,0,0,1,15,21,258,81,11,11,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$RootHandler,0,2853,private,org/xml/sax/HandlerBase,0,1,1,4,0,0,1,14,7,84,20,3,8,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$TargetHandler,0,3300,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,2,1,3,0,0,1,13,15,178,54,16,6,
ant,ant-1.2,org/apache/tools/ant/ProjectHelper$TaskHandler,0,3805,private,org/apache/tools/ant/ProjectHelper$AbstractHandler,0,4,1,4,0,0,2,20,7,144,56,1,5,
ant,ant-1.2,org/apache/tools/ant/RuntimeConfigurable,0,2706,public super,java/lang/Object,0,4,0,9,0,0,4,12,12,101,35,2,5,
ant,ant-1.2,org/apache/tools/ant/Target,0,4567,public super,java/lang/Object,0,7,0,18,0,0,10,15,33,234,70,7,4,
ant,ant-1.2,org/apache/tools/ant/Task,0,3032,public abstract super,java/lang/Object,0,7,0,19,0,0,79,8,21,99,39,0,2,
ant,ant-1.2,org/apache/tools/ant/TaskAdapter,0,1637,public super,org/apache/tools/ant/Task,0,1,0,4,0,0,4,8,5,74,15,4,4,
